Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
4011,0.7129912658,0.0794596597,0.0093697261,0.0174208884,0.0525844296,0.0402874775,0.0529387807,0.0085945104,0.0158667104,0.0104865515
4012,0.7681724889,0.0391717870,0.0195358813,0.0056089442,0.0411439077,0.0146371332,0.0292481893,0.0142784326,0.0448481404,0.0233550953
4013,0.4297339902,0.3456440264,0.0048217456,0.1068127926,0.0170153568,0.0173414280,0.0497859799,0.0073123533,0.0069612822,0.0145710449
4014,0.3678544737,0.0333917821,0.0116174997,0.2533008644,0.0481961649,0.0351948282,0.1246512438,0.0454755779,0.0046144721,0.0757030932
4015,0.9554921923,0.0096308203,0.0016767934,0.0040489630,0.0077104556,0.0066844789,0.0039862284,0.0049251523,0.0046170778,0.0012278380
4016,0.6730852227,0.2213221884,0.0101143608,0.0087002511,0.0138112010,0.0070194196,0.0313866107,0.0102963531,0.0020915421,0.0221728504
4017,0.8554868606,0.0352019015,0.0014431576,0.0053972863,0.0125016930,0.0065367434,0.0608842203,0.0124453154,0.0015690571,0.0085337646
4018,0.8441031595,0.0347552101,0.0101979111,0.0124260896,0.0069440238,0.0130024812,0.0316780616,0.0258722442,0.0043194157,0.0167014032
4019,0.3851719186,0.0447479124,0.0024938529,0.2196515874,0.0766970654,0.1072426752,0.1128854559,0.0069018246,0.0017282522,0.0424794556
4020,0.2754117622,0.0040208918,0.0043716366,0.0659158898,0.1321273446,0.0218546377,0.0374519197,0.4161745763,0.0056523727,0.0370189686
4021,0.4530507968,0.0034919908,0.0100434742,0.1074200994,0.0376511872,0.1805884338,0.0426895601,0.0939578490,0.0062954643,0.0648111444
4022,0.5140664497,0.0131381719,0.0072209930,0.0313819035,0.1300301311,0.0767439409,0.0854997533,0.1052376235,0.0202153858,0.0164656473
4023,0.0800368755,0.0051024844,0.0057768230,0.1034102935,0.1070105903,0.1779826435,0.0569425927,0.2503381564,0.0292176237,0.1841819169
4024,0.5580554287,0.0146690938,0.0101792216,0.0398425334,0.0206932041,0.1724693188,0.0611659016,0.0789153768,0.0101655282,0.0338443930
4025,0.8977729366,0.0114935876,0.0007259655,0.0011977548,0.0108323007,0.0027330242,0.0212038162,0.0365602707,0.0003179070,0.0171624367
4026,0.8708761460,0.0197917829,0.0255845132,0.0026041645,0.0304717759,0.0103985559,0.0072172192,0.0254982829,0.0010619087,0.0064956509
4027,0.1072148929,0.0257883356,0.0369143594,0.5660134987,0.0588255265,0.0413023543,0.0258211578,0.0617268460,0.0038716823,0.0725213464
4028,0.8862052564,0.0355197485,0.0019276032,0.0029358808,0.0292095482,0.0033515357,0.0261906226,0.0066856109,0.0021752722,0.0057989215
4029,0.1662163990,0.0893407335,0.3954366950,0.0238354726,0.1015793295,0.0751713421,0.0763202933,0.0132078356,0.0325480637,0.0263438359
4030,0.0543908119,0.0233468564,0.0058872198,0.7508594992,0.0674392733,0.0429917151,0.0184499256,0.0201072127,0.0020051414,0.0145223446
4031,0.1422402265,0.0915396489,0.0170825330,0.2416045202,0.0845242643,0.1848599031,0.0866451859,0.0198399605,0.0389146828,0.0927490746
4032,0.8048174013,0.0240252038,0.0083808388,0.0063712933,0.0656666704,0.0212371633,0.0175883220,0.0362979723,0.0006849237,0.0149302111
4033,0.4637348097,0.2965693542,0.1051111841,0.0141776085,0.0139314831,0.0042201289,0.0360828351,0.0221169688,0.0025479921,0.0415076355
4034,0.9454553965,0.0373955156,0.0001464870,0.0017368981,0.0064567252,0.0016757497,0.0048434576,0.0011025526,0.0001350994,0.0010521183
4035,0.7095162164,0.1704868517,0.0524644279,0.0038248671,0.0204794086,0.0101521634,0.0221038797,0.0043555323,0.0005617773,0.0060548755
4036,0.8085793661,0.0192758848,0.0013569006,0.0120437622,0.0294806443,0.0031736620,0.0216377148,0.0683347846,0.0021470766,0.0339702042
4037,0.6647176528,0.0499871036,0.0017716626,0.0043364241,0.0297326043,0.1440828918,0.0678105922,0.0311897732,0.0027755984,0.0035956970
4038,0.6206513662,0.0481415206,0.0461155039,0.0342411288,0.0642420036,0.0260596594,0.0610248969,0.0128383444,0.0015128542,0.0851727220
4039,0.2151673956,0.6265555197,0.0254555732,0.0658602894,0.0100535862,0.0380161311,0.0083138291,0.0006281748,0.0082863128,0.0016631880
4040,0.1820039461,0.0277567605,0.0080932011,0.0090875262,0.0720553902,0.0345594455,0.0316955936,0.5856621194,0.0066052018,0.0424808158
4041,0.1315521588,0.1443720590,0.2322356301,0.0326719707,0.0285113285,0.2706068011,0.0233862543,0.0024317051,0.1295731531,0.0046589392
4042,0.9646760516,0.0153928962,0.0002869609,0.0010630552,0.0115455593,0.0019302473,0.0037067531,0.0005897514,0.0000756964,0.0007330285
4043,0.0960580387,0.0328953424,0.5829814997,0.0110019600,0.1292238742,0.1179676910,0.0103256307,0.0006690168,0.0172107608,0.0016661858
4044,0.5103698911,0.1228940137,0.0290110418,0.0496725376,0.0755503012,0.0423173757,0.0850924570,0.0164769227,0.0210735704,0.0475418889
4045,0.0195504184,0.7482039868,0.0863984487,0.0688998211,0.0121953518,0.0045754098,0.0145109482,0.0012691913,0.0347162509,0.0096801732
4046,0.1670183571,0.0454413288,0.0559676712,0.0317069473,0.0787831491,0.2955248706,0.0336167252,0.0104161346,0.2642997453,0.0172250709
4047,0.4896891425,0.0173831768,0.0139036410,0.0140677040,0.0119202382,0.1017263921,0.0119226916,0.1991880573,0.0097953081,0.1304036485
4048,0.9253059349,0.0152097231,0.0014319795,0.0020709861,0.0103889946,0.0144110117,0.0203866229,0.0086464327,0.0001947640,0.0019535504
4049,0.3373023146,0.0527485444,0.3508307410,0.0109391371,0.0168214606,0.1404869671,0.0245474279,0.0146423821,0.0034299551,0.0482510701
4050,0.6556803247,0.1231685047,0.0375635789,0.0094994358,0.0153983720,0.0030259653,0.0223921902,0.0835741917,0.0017052744,0.0479921622
4051,0.5814610354,0.2200227523,0.0423503406,0.0133122488,0.0451394966,0.0138500446,0.0451840364,0.0207778201,0.0008573020,0.0170449233
4052,0.9004571729,0.0251404886,0.0025018387,0.0017591040,0.0259808268,0.0010041077,0.0297944404,0.0021527897,0.0003143843,0.0108948470
4053,0.8349995275,0.0240582385,0.0029675338,0.0028911719,0.0677152882,0.0019007017,0.0165297245,0.0414705205,0.0008362097,0.0066310837
4054,0.8597994224,0.0268034755,0.0030586027,0.0106281693,0.0175040123,0.0144501194,0.0156576030,0.0160807307,0.0004348565,0.0355830082
4055,0.8640882779,0.1015667909,0.0008010160,0.0059906891,0.0111671089,0.0023023543,0.0090045010,0.0013944618,0.0001162536,0.0035685465
4056,0.8367176983,0.0252695370,0.0089897142,0.0075719997,0.0194614841,0.0099781414,0.0178818038,0.0425200255,0.0093962267,0.0222133695
4057,0.1832094003,0.0220864149,0.0052268544,0.0908294399,0.2659280644,0.1897860446,0.1591156959,0.0270846377,0.0044330015,0.0523004465
4058,0.5706228248,0.0295155984,0.0029189148,0.0044070930,0.0389156893,0.0276637682,0.0133720492,0.2997266190,0.0014997081,0.0113577352
4059,0.1279168698,0.3632858487,0.3563035275,0.0068440340,0.0217502790,0.0080621383,0.0307368739,0.0050817034,0.0730348330,0.0069838923
4060,0.0503966280,0.8413461380,0.0075129014,0.0467819265,0.0079807480,0.0184838520,0.0112539971,0.0011833470,0.0133632864,0.0016971756
4061,0.5593288426,0.0361084811,0.0043396896,0.0623533750,0.0207042493,0.2936184125,0.0090884543,0.0060005617,0.0061952558,0.0022626782
4062,0.1590032465,0.0095980529,0.0123841149,0.0823109750,0.1124435574,0.1223015070,0.0484107772,0.4063340641,0.0056049859,0.0416087191
4063,0.0245379565,0.9139940789,0.0274591185,0.0021022636,0.0070107926,0.0059869224,0.0048449147,0.0003137407,0.0132071649,0.0005430472
4064,0.7218883170,0.0245111196,0.0071059442,0.0222819008,0.0431118329,0.0334273304,0.0612473168,0.0648469354,0.0059788113,0.0156004917
4065,0.9310425230,0.0294561828,0.0029135581,0.0023308404,0.0083721439,0.0050751824,0.0044443300,0.0126012661,0.0013122280,0.0024517453
4066,0.1731433216,0.6216466246,0.0529114669,0.0395476982,0.0133609205,0.0072415787,0.0719207442,0.0024113653,0.0018292607,0.0159870193
4067,0.9087560269,0.0119263386,0.0026009223,0.0037742019,0.0035464064,0.0081420243,0.0250711605,0.0293498211,0.0032119295,0.0036211686
4068,0.1576665736,0.0176090746,0.0119650706,0.1391361688,0.0763498802,0.5346579484,0.0234501545,0.0104691927,0.0166718456,0.0120240908
4069,0.8454941629,0.0100597021,0.0008250272,0.0158544131,0.0563477507,0.0191305481,0.0253017076,0.0112316430,0.0017984639,0.0139565815
4070,0.7392910148,0.0068165889,0.0007085735,0.0097058333,0.0230533502,0.0275543244,0.0298816352,0.1576314349,0.0002933945,0.0050638505
4071,0.4315096956,0.0509143849,0.0237037988,0.0109528940,0.0865632746,0.0287004218,0.0956592076,0.1611703524,0.0445226803,0.0663032901
4072,0.0135642700,0.0067782496,0.9286557748,0.0014252781,0.0073337289,0.0049690013,0.0222870705,0.0018923032,0.0076694568,0.0054248667
4073,0.0681447651,0.0066917300,0.0089335875,0.0350962218,0.5116425275,0.2504760900,0.0234654430,0.0143676629,0.0649588019,0.0162231702
4074,0.5469719046,0.1575391664,0.0034619262,0.0955078401,0.0724563095,0.0215973310,0.0445589147,0.0196015660,0.0113893425,0.0269156989
4075,0.2331426964,0.0299408997,0.0118851082,0.1632150480,0.1831847773,0.0986974175,0.1372200747,0.0410902838,0.0056112228,0.0960124716
4076,0.7328068008,0.0988173033,0.0024626683,0.0485499215,0.0315288196,0.0070142670,0.0581229356,0.0092267468,0.0056434143,0.0058271228
4077,0.5259001012,0.0317037681,0.0020334248,0.0792639609,0.1690229835,0.0621921351,0.0310561472,0.0804361241,0.0021430424,0.0162483128
4078,0.0367476124,0.0483257431,0.7933965505,0.0069490222,0.0116757700,0.0175313786,0.0207644383,0.0020989934,0.0471421655,0.0153683262
4079,0.2569322873,0.0658261079,0.3393338953,0.1229782077,0.0612741500,0.0658166138,0.0253724534,0.0421669199,0.0065272021,0.0137721625
4080,0.2571189242,0.0177395575,0.0151277047,0.0542747427,0.0806986434,0.2995382744,0.0610694064,0.1629190530,0.0063197445,0.0451939490
4081,0.7877746814,0.0091153658,0.0040764513,0.0063026272,0.0535417918,0.0518849071,0.0308046030,0.0304501242,0.0107803661,0.0152690822
4082,0.0423368042,0.0227113699,0.0040966901,0.7888603707,0.0675127995,0.0123011778,0.0417961443,0.0074392011,0.0011426420,0.0118028004
4083,0.8941493094,0.0052329565,0.0008501541,0.0095491834,0.0320701167,0.0061254948,0.0165321715,0.0329441566,0.0002777193,0.0022687376
4084,0.4838028311,0.0353796341,0.0101286046,0.0285684273,0.0367624777,0.0516845556,0.0408246812,0.2765789508,0.0030334176,0.0332364201
4085,0.2547139282,0.1370159880,0.0150340651,0.1897919465,0.1760014744,0.1278983880,0.0507263994,0.0066126373,0.0123837290,0.0298214440
4086,0.3730084150,0.0860334260,0.0382523591,0.0637145900,0.0794946087,0.2963410275,0.0270776349,0.0205993841,0.0055579123,0.0099206423
4087,0.2081208147,0.2416923787,0.1117794825,0.1057797135,0.0577109319,0.1145680578,0.0643489882,0.0076023545,0.0167391936,0.0716580847
4088,0.6533666790,0.0444701595,0.0383391611,0.0315527972,0.0291117388,0.0892166863,0.0150752983,0.0699562961,0.0041991227,0.0247120611
4089,0.8915520372,0.0118039137,0.0024627219,0.0020843042,0.0396848657,0.0041832892,0.0279267180,0.0115029605,0.0004150182,0.0083841714
4090,0.3104957944,0.1180209484,0.4364399682,0.0222543202,0.0379374652,0.0352529400,0.0111648145,0.0051249430,0.0067183801,0.0165904260
4091,0.5056304206,0.0143136773,0.0088312682,0.0685171285,0.0458715862,0.1500641736,0.0291145770,0.0226678646,0.0065253306,0.1484639733
4092,0.7236180982,0.0351905038,0.0029857583,0.0020458766,0.0603806128,0.0073618612,0.0349173908,0.0996879228,0.0012980182,0.0325139573
4093,0.8304530428,0.0907690936,0.0564326488,0.0067150111,0.0028104744,0.0034183441,0.0059936793,0.0006322490,0.0004955919,0.0022798650
4094,0.5218369500,0.1361043605,0.0060651854,0.1700820623,0.0309472398,0.0474313352,0.0311557993,0.0112057686,0.0047601074,0.0404111915
4095,0.5807244343,0.0448500223,0.3009871780,0.0013754122,0.0157860334,0.0166051425,0.0206358047,0.0061952104,0.0047203911,0.0081203712
4096,0.1976376646,0.3771550349,0.0070028966,0.2494508368,0.0450583387,0.0548198092,0.0323368652,0.0143810370,0.0016031012,0.0205544158
4097,0.1228629162,0.0161158549,0.0165112962,0.1739678825,0.3052999098,0.2073394150,0.1051896825,0.0296540450,0.0014508069,0.0216081909
4098,0.0493220258,0.0718442509,0.2843289181,0.0108385442,0.1234259220,0.0294868118,0.0314000911,0.0049802126,0.3740010257,0.0203721977
4099,0.4674061678,0.4751389412,0.0042961412,0.0029798944,0.0020768482,0.0034136753,0.0314480226,0.0035968384,0.0030966841,0.0065467869
4100,0.4844032539,0.0396105252,0.0111033936,0.0339211142,0.1767847979,0.0461649092,0.0857443745,0.0752284452,0.0028391269,0.0442000594
4101,0.9727278857,0.0128006866,0.0008931472,0.0003465509,0.0036488265,0.0012513135,0.0061821453,0.0008223519,0.0003460267,0.0009810657
4102,0.3193350492,0.0516749007,0.0130456277,0.5006061481,0.0121785444,0.0360235430,0.0334180828,0.0146905685,0.0012650611,0.0177624745
4103,0.3390628840,0.5336466924,0.0108370095,0.0227517419,0.0119109968,0.0377302364,0.0144335591,0.0086951952,0.0130821210,0.0078495638
4104,0.0909656125,0.0611350688,0.0252809944,0.0591742202,0.0131522967,0.1529795931,0.0166982103,0.0079387188,0.5627880458,0.0098872392
4105,0.3160933897,0.0064785625,0.0033465243,0.0592644064,0.0865852700,0.0434955033,0.0857952371,0.3038252415,0.0081129404,0.0870029249
4106,0.0448307025,0.2271690521,0.3405390652,0.0783026775,0.0173022807,0.1536082356,0.0293239820,0.0025868152,0.0981647443,0.0081724449
4107,0.3630506544,0.0345743513,0.3735947746,0.0050084101,0.0265752995,0.0570567366,0.0164196447,0.1093126232,0.0022420925,0.0121654131
4108,0.6703385103,0.0510635208,0.0133124943,0.0798724844,0.0165029646,0.0941386191,0.0274750912,0.0304007613,0.0024083408,0.0144872132
4109,0.4075120806,0.1335450534,0.2828734932,0.0050165134,0.0774697790,0.0371398169,0.0155322124,0.0055471695,0.0106340291,0.0247298525
4110,0.1369698411,0.6251844214,0.0301028555,0.0163598822,0.0416312008,0.0204710944,0.0760510950,0.0099010607,0.0253204900,0.0180080590
4111,0.8954586733,0.0286523996,0.0013463090,0.0012160171,0.0427395273,0.0010014514,0.0232250645,0.0019684589,0.0001540773,0.0042380216
4112,0.2503138145,0.0204027594,0.0227793775,0.1900332940,0.1118506556,0.1330262043,0.0310124713,0.1424557063,0.0168366795,0.0812890377
4113,0.4488893087,0.0821317284,0.0129137343,0.1258353615,0.0421484457,0.0667266670,0.0583228452,0.1279376190,0.0066406779,0.0284536122
4114,0.1402861278,0.8194558511,0.0056124401,0.0031069764,0.0170080196,0.0012026833,0.0063926954,0.0004960085,0.0058944725,0.0005447252
4115,0.1136917574,0.8472975111,0.0027872371,0.0045486423,0.0077769148,0.0093859414,0.0116709977,0.0003240088,0.0010507230,0.0014662663
4116,0.6063094098,0.0903122562,0.0056865287,0.0375976042,0.0428862760,0.0106173946,0.1460799283,0.0354742874,0.0098109939,0.0152253208
4117,0.8292232423,0.0095884699,0.0073277625,0.0138838388,0.0333379833,0.0370650247,0.0104597877,0.0430847293,0.0030628684,0.0129662931
4118,0.6812321040,0.0053911930,0.0012575561,0.0131257639,0.0146672573,0.0167345430,0.0202399408,0.2326704056,0.0000854043,0.0145958318
4119,0.2681040817,0.6731213892,0.0052320929,0.0245649557,0.0091777463,0.0025343787,0.0144183552,0.0009398012,0.0006922519,0.0012149472
4120,0.4211492224,0.0379190144,0.0171496091,0.0975762854,0.0449558082,0.0543379173,0.0748007022,0.0331862649,0.1062958836,0.1126292926
4121,0.5905887080,0.0430330455,0.0178163964,0.0207625194,0.0289170989,0.2489655882,0.0161941383,0.0071810752,0.0173530111,0.0091884191
4122,0.9170247994,0.0440655547,0.0019491913,0.0023366632,0.0119614879,0.0013309492,0.0148032864,0.0021916214,0.0005289793,0.0038074672
4123,0.0318746661,0.1286027835,0.6545052436,0.0056236346,0.0296114282,0.0829164398,0.0118776386,0.0012408008,0.0488952509,0.0048521139
4124,0.7709488603,0.0233482232,0.0034208602,0.0092294929,0.0602310124,0.0123209075,0.0577412480,0.0459232915,0.0020777661,0.0147583381
4125,0.4130245993,0.0348266323,0.0094852749,0.1455306231,0.0301732388,0.2822268588,0.0470476894,0.0273402582,0.0031669913,0.0071778340
4126,0.0814126503,0.0754474499,0.2513002246,0.0143488875,0.0210638849,0.5203304441,0.0126733905,0.0014569932,0.0177536686,0.0042124063
4127,0.2075330356,0.1055610932,0.0108427375,0.2117145207,0.1574695077,0.1586589646,0.0852072810,0.0214185014,0.0270428172,0.0145515412
4128,0.3013545014,0.3720214562,0.0163267015,0.0376973303,0.0850880838,0.0571999781,0.0375767220,0.0166476736,0.0200436243,0.0560439287
4129,0.0351099214,0.0269513416,0.8720087478,0.0085462544,0.0104104061,0.0145953524,0.0080421969,0.0011618164,0.0135522306,0.0096217323
4130,0.0549738147,0.0646261705,0.7399224860,0.0101374211,0.0162467060,0.0768129100,0.0048758781,0.0024815109,0.0222153466,0.0077077562
4131,0.8349732353,0.1363346207,0.0018498723,0.0074321432,0.0073519737,0.0027201417,0.0043956727,0.0015712561,0.0001670187,0.0032040656
4132,0.9409791452,0.0338274229,0.0018953426,0.0041119783,0.0050228985,0.0015549394,0.0065765481,0.0019753158,0.0015815338,0.0024748753
4133,0.0971167144,0.0712104182,0.2814632734,0.1104951391,0.0960972819,0.2416340940,0.0162161329,0.0036148117,0.0687330132,0.0134191211
4134,0.4338009355,0.1687989331,0.1073824917,0.0128681143,0.0673739331,0.1084741729,0.0320851735,0.0023988858,0.0583568201,0.0084605400
4135,0.1253740769,0.3890562358,0.2114137768,0.0292733187,0.0300390054,0.1527214296,0.0347448444,0.0043516872,0.0152564400,0.0077691852
4136,0.8112473497,0.0370189327,0.0043349947,0.0016679835,0.0156765346,0.0065088655,0.0255528868,0.0789734850,0.0032901001,0.0157288674
4137,0.6658940742,0.1362063443,0.0042336452,0.0143228691,0.0478560774,0.0440000860,0.0463008550,0.0091148255,0.0063921848,0.0256790385
4138,0.4640233758,0.0122852012,0.0075951853,0.0339545426,0.2458654768,0.0711691143,0.0425461928,0.0747518157,0.0275746862,0.0202344092
4139,0.4176655175,0.0409356529,0.0350981455,0.0051756402,0.1108617624,0.0137448922,0.0348027102,0.3216895491,0.0046275386,0.0153985915
4140,0.7995749619,0.0201282151,0.0063600621,0.0735676288,0.0055435599,0.0268982242,0.0144946265,0.0389589618,0.0015840968,0.0128896629
4141,0.0548746786,0.0154076354,0.7036855387,0.0080522964,0.0307149112,0.1344169009,0.0233886080,0.0014460882,0.0218991608,0.0061141818
4142,0.5929899016,0.0501527061,0.0221140408,0.0050908422,0.0522966927,0.0094471075,0.1119572714,0.1069641476,0.0107808490,0.0382064412
4143,0.0630542617,0.0093826362,0.0081162749,0.1427627103,0.0681250265,0.6281927588,0.0433164974,0.0082587386,0.0089535671,0.0198375284
4144,0.0782521504,0.0054937987,0.0027348391,0.5102518535,0.0580764348,0.1811101757,0.0254813259,0.0748910768,0.0051762493,0.0585320959
4145,0.4261826183,0.0345034553,0.0149688148,0.0703027553,0.0421791710,0.0206608280,0.0149186390,0.2756566631,0.0076155795,0.0930114756
4146,0.1485273877,0.0886964434,0.4378837371,0.0341746489,0.0194341931,0.1056102869,0.0187032586,0.0114236178,0.1209054074,0.0146410193
4147,0.5195020859,0.1317777434,0.0455448756,0.0536238810,0.0597018147,0.1181165314,0.0243773145,0.0105502079,0.0302971606,0.0065083851
4148,0.0872188417,0.8604767607,0.0149984498,0.0110757217,0.0084556925,0.0034057629,0.0121887743,0.0007361116,0.0004979791,0.0009459057
4149,0.2083399748,0.3647224621,0.0656514719,0.0867071346,0.0619128813,0.0913266634,0.0501101537,0.0044682923,0.0511993613,0.0155616046
4150,0.0195077634,0.0310783439,0.7087952629,0.0171869322,0.0111156758,0.1494895199,0.0178381466,0.0006671248,0.0415127525,0.0028084778
4151,0.1675654942,0.4888972395,0.0551458524,0.1307638180,0.0411818946,0.0184100932,0.0328655569,0.0102647740,0.0414745356,0.0134307417
4152,0.4709969347,0.0215783311,0.0141869161,0.0357453674,0.1912153531,0.0488612346,0.1453819514,0.0183586813,0.0176858946,0.0359893356
4153,0.3172816189,0.1979943590,0.0348091300,0.0916505151,0.0760124944,0.0104806807,0.1703465744,0.0075532234,0.0584013433,0.0354700607
4154,0.8239958755,0.0197048326,0.0045225601,0.0032868006,0.0321496723,0.0306707907,0.0429539061,0.0361865317,0.0009073883,0.0056216421
4155,0.6987672820,0.0244110052,0.1311344482,0.0150396472,0.0234910885,0.0509305598,0.0095051830,0.0290502696,0.0069029202,0.0107675965
4156,0.4126994535,0.4745181546,0.0082227469,0.0172894858,0.0106980936,0.0062838387,0.0426337943,0.0028983460,0.0009470908,0.0238089958
4157,0.1043920179,0.3569441796,0.3941378304,0.0553107759,0.0116709000,0.0364127132,0.0210040335,0.0029057026,0.0037260209,0.0134958260
4158,0.0391200521,0.9122528437,0.0087251737,0.0190383226,0.0034825732,0.0033357809,0.0058727942,0.0007382038,0.0047088128,0.0027254429
4159,0.1006551896,0.0560990393,0.0252093546,0.4165760698,0.0420167655,0.1223649267,0.0174027177,0.0412640064,0.0502076595,0.1282042708
4160,0.7486525020,0.1478315087,0.0021257440,0.0082535617,0.0426359980,0.0055904466,0.0351244858,0.0035896148,0.0007745150,0.0054216235
4161,0.0829814776,0.7995769982,0.0034107365,0.0416459308,0.0136041082,0.0045916712,0.0411600648,0.0069830098,0.0010223595,0.0050236434
4162,0.3681050763,0.1512015564,0.0922856978,0.0138012223,0.0625379324,0.1560921724,0.0686934371,0.0106440033,0.0678726489,0.0087662531
4163,0.4721960567,0.2962104477,0.0190887610,0.0093224455,0.0765975464,0.0664649606,0.0358726079,0.0108978353,0.0075403315,0.0058090074
4164,0.9570890362,0.0139241352,0.0002710509,0.0010044447,0.0057393557,0.0005453503,0.0108874689,0.0059715917,0.0002011484,0.0043664180
4165,0.3316671896,0.2027439915,0.0474929995,0.0128021925,0.0685926920,0.2348817902,0.0160472619,0.0032893047,0.0741493194,0.0083332587
4166,0.6076529420,0.1417030165,0.0153031942,0.0234008362,0.0403624548,0.0574458320,0.0597933289,0.0139397353,0.0357184609,0.0046801993
4167,0.4548342369,0.0369206827,0.0197469094,0.0653497101,0.0821415056,0.0301603751,0.0468708352,0.2020995454,0.0073444491,0.0545317505
4168,0.2187214227,0.2674925002,0.1676134391,0.0062592060,0.1779676369,0.0983753421,0.0396018953,0.0056537975,0.0108500114,0.0074647487
4169,0.1440987118,0.8095598476,0.0024515562,0.0040122506,0.0056630335,0.0033111716,0.0203463729,0.0009716257,0.0077090109,0.0018764192
4170,0.9285595411,0.0335012847,0.0034558612,0.0030969240,0.0085916321,0.0019601745,0.0138694634,0.0025994958,0.0009730840,0.0033925392
4171,0.1824816827,0.5719891871,0.0150761063,0.0598389979,0.0896816142,0.0071426448,0.0385148162,0.0063625001,0.0030939908,0.0258184598
4172,0.2661248965,0.1490493995,0.0068059286,0.4140414169,0.0247152660,0.0870668359,0.0390459496,0.0022627880,0.0070781436,0.0038093754
4173,0.8621504625,0.0588435835,0.0059025358,0.0067226726,0.0215637725,0.0033067601,0.0249335609,0.0042907461,0.0010661296,0.0112197764
4174,0.7394526901,0.0245143514,0.0012883913,0.0166857302,0.0685887681,0.0325487147,0.0271693074,0.0852453549,0.0012841927,0.0032224992
4175,0.9461932440,0.0109997819,0.0033628383,0.0003303680,0.0094348144,0.0022746084,0.0140724460,0.0070533890,0.0021142331,0.0041642770
4176,0.0567485545,0.8535473933,0.0050000302,0.0468704394,0.0084344589,0.0049272527,0.0199002376,0.0013391126,0.0006326501,0.0025998709
4177,0.3031728552,0.3852693519,0.0253486582,0.0726405238,0.0794197331,0.0425083642,0.0612674030,0.0145812722,0.0044263439,0.0113654946
4178,0.7039650941,0.0579763869,0.0072490846,0.0135086384,0.0528782601,0.0060757331,0.0274156354,0.1094361183,0.0017982451,0.0196968039
4179,0.2623391863,0.3466566225,0.0192466079,0.1259842057,0.1682861818,0.0169620903,0.0416377469,0.0071010201,0.0033048949,0.0084814436
4180,0.9445404595,0.0095613610,0.0001242598,0.0009912208,0.0215694133,0.0011419661,0.0143987814,0.0040949381,0.0008378881,0.0027397119
4181,0.0563207656,0.0444489975,0.7066128785,0.0084390791,0.0113948246,0.0655667439,0.0043659046,0.0014762683,0.0975782832,0.0037962547
4182,0.4144398305,0.0630082889,0.0321518071,0.0145907326,0.0183605277,0.0784388590,0.0190097560,0.3472752538,0.0043417812,0.0083831632
4183,0.1347091145,0.1163414903,0.0621638191,0.0614232373,0.0390615797,0.4525190406,0.0503203278,0.0034229163,0.0595862218,0.0204522524
4184,0.1541656010,0.0798238048,0.3043632899,0.0671907100,0.0858490985,0.1529055136,0.0342596968,0.0082789170,0.0967492497,0.0164141188
4185,0.2237017187,0.0919180963,0.2106576572,0.0182235201,0.0350436014,0.3203326521,0.0260866962,0.0312471755,0.0161753764,0.0266135060
4186,0.1479360272,0.0658560402,0.0178393505,0.6605342307,0.0135581002,0.0579288929,0.0125562190,0.0070958893,0.0010430009,0.0156522491
4187,0.9420345137,0.0111570478,0.0026339961,0.0011204574,0.0141370284,0.0050838033,0.0137013837,0.0066807439,0.0006296705,0.0028213553
4188,0.6702274736,0.0917754280,0.0033147651,0.0059078565,0.1543936187,0.0097864902,0.0357068325,0.0137914604,0.0045577800,0.0105382949
4189,0.0615533485,0.9205872052,0.0012955472,0.0042523152,0.0019440232,0.0003597007,0.0081912437,0.0004852973,0.0004865511,0.0008447679
4190,0.4306241779,0.0366690617,0.0274691905,0.0488607726,0.0698664602,0.1651557193,0.1049839057,0.0579835214,0.0095619766,0.0488252141
4191,0.2254096487,0.0204339203,0.0733457893,0.0320992775,0.0496335283,0.4059966540,0.0872614983,0.0562777645,0.0157845921,0.0337573269
4192,0.0497592586,0.0228557043,0.0084495000,0.7125763535,0.0422908670,0.0335789087,0.0488182534,0.0258927278,0.0204632763,0.0353151503
4193,0.6301119374,0.2972670052,0.0137784878,0.0109734278,0.0074707643,0.0218935682,0.0081293260,0.0078527482,0.0008320590,0.0016906760
4194,0.4741699887,0.0294611759,0.0800096340,0.0482640385,0.0503346996,0.0783151643,0.0322834528,0.0947094182,0.0327546877,0.0796977404
4195,0.2643633908,0.2858954792,0.0287281783,0.0901235073,0.0887614900,0.0743060839,0.0834365240,0.0186225786,0.0342154356,0.0315473322
4196,0.8406548272,0.1018534836,0.0014235845,0.0153582403,0.0102703144,0.0048075883,0.0178503773,0.0027755468,0.0003045734,0.0047014642
4197,0.7343287327,0.0944134258,0.0043361584,0.0268784267,0.0102948480,0.0173581502,0.0256552304,0.0369848305,0.0020786484,0.0476715488
4198,0.4435939779,0.0381978447,0.0462778361,0.1127237894,0.0314420476,0.0574742892,0.1766286620,0.0186824088,0.0112344658,0.0637446787
4199,0.9064145607,0.0547965311,0.0020929634,0.0108657853,0.0018043369,0.0024776979,0.0150364207,0.0031024331,0.0001311027,0.0032781683
4200,0.2335197880,0.5412488679,0.0253727654,0.0325312545,0.0947417738,0.0138899775,0.0284492442,0.0053130963,0.0043338652,0.0205993673
4201,0.4038792250,0.0355106025,0.0120008876,0.0170161082,0.1638358351,0.1470361677,0.0756972513,0.1002631496,0.0048085042,0.0399522688
